age,education,jobclass,health,health_ins,wage
48,2. HS Grad,1. Industrial,1. <=Good,1. Yes,115.3750386
38,3. Some College,1. Industrial,1. <=Good,1. Yes,97.49329405
58,3. Some College,1. Industrial,1. <=Good,2. No,104.9215065
40,5. Advanced Degree,1. Industrial,2. >=Very Good,2. No,115.3750386
46,2. HS Grad,1. Industrial,2. >=Very Good,2. No,93.48669204
53,3. Some College,2. Information,1. <=Good,1. Yes,123.0896998
25,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,118.8843593
42,3. Some College,2. Information,2. >=Very Good,1. Yes,96.37065283
40,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,84.04595765
35,2. HS Grad,2. Information,2. >=Very Good,1. Yes,127.1157438
50,2. HS Grad,2. Information,1. <=Good,2. No,95.23071257
34,3. Some College,1. Industrial,2. >=Very Good,1. Yes,81.28325328
48,2. HS Grad,2. Information,2. >=Very Good,1. Yes,102.8702469
49,5. Advanced Degree,2. Information,1. <=Good,1. Yes,111.7208494
41,4. College Grad,2. Information,2. >=Very Good,2. No,94.07271475
37,4. College Grad,2. Information,2. >=Very Good,1. Yes,127.1157438
58,3. Some College,2. Information,2. >=Very Good,1. Yes,104.9215065
28,2. HS Grad,1. Industrial,1. <=Good,2. No,68.11199407
33,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,128.6804882
50,3. Some College,1. Industrial,2. >=Very Good,1. Yes,143.9273594
38,2. HS Grad,2. Information,2. >=Very Good,1. Yes,103.9024706
48,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,91.69922611
30,3. Some College,1. Industrial,2. >=Very Good,1. Yes,95.23071257
49,5. Advanced Degree,2. Information,2. >=Very Good,2. No,138.2991269
44,4. College Grad,2. Information,2. >=Very Good,1. Yes,118.5567764
50,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,94.07271475
58,4. College Grad,2. Information,1. <=Good,1. Yes,114.4757133
45,4. College Grad,2. Information,2. >=Very Good,1. Yes,150.0132863
44,3. Some College,2. Information,2. >=Very Good,2. No,97.49329405
35,4. College Grad,2. Information,1. <=Good,2. No,90.48191336
59,2. HS Grad,2. Information,2. >=Very Good,2. No,81.28325328
45,2. HS Grad,2. Information,2. >=Very Good,2. No,130.9821774
51,4. College Grad,1. Industrial,1. <=Good,1. Yes,150.9627835
61,3. Some College,2. Information,2. >=Very Good,2. No,130.9821774
45,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,145.1436012
34,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,90.48191336
33,4. College Grad,2. Information,1. <=Good,2. No,113.5670896
45,2. HS Grad,2. Information,1. <=Good,1. Yes,87.98103279
50,5. Advanced Degree,2. Information,1. <=Good,1. Yes,157.7005277
50,2. HS Grad,2. Information,2. >=Very Good,1. Yes,109.8339856
39,3. Some College,2. Information,1. <=Good,2. No,84.04595765
26,4. College Grad,2. Information,2. >=Very Good,1. Yes,160.6436382
49,2. HS Grad,1. Industrial,1. <=Good,2. No,47.90556704
20,2. HS Grad,1. Industrial,2. >=Very Good,2. No,59.09706408
31,4. College Grad,1. Industrial,2. >=Very Good,2. No,81.28325328
49,2. HS Grad,2. Information,1. <=Good,1. Yes,87.98103279
56,2. HS Grad,1. Industrial,1. <=Good,1. Yes,87.98103279
61,4. College Grad,2. Information,2. >=Very Good,1. Yes,143.8085568
56,2. HS Grad,2. Information,1. <=Good,1. Yes,110.7826503
51,4. College Grad,2. Information,2. >=Very Good,2. No,118.8843593
42,1. < HS Grad,1. Industrial,2. >=Very Good,1. Yes,120.5894365
45,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,272.2947832
30,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,105.3758927
48,4. College Grad,2. Information,1. <=Good,2. No,69.01087662
33,5. Advanced Degree,1. Industrial,1. <=Good,1. Yes,87.98103279
50,3. Some College,2. Information,2. >=Very Good,1. Yes,89.24288466
31,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,171.7651326
48,4. College Grad,1. Industrial,1. <=Good,1. Yes,133.2323508
35,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,200.5432623
47,3. Some College,1. Industrial,2. >=Very Good,1. Yes,92.89584479
45,4. College Grad,1. Industrial,1. <=Good,1. Yes,148.4131591
52,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,119.7425563
46,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,82.6796373
47,4. College Grad,2. Information,2. >=Very Good,2. No,105.9278108
49,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,267.9010869
36,1. < HS Grad,1. Industrial,1. <=Good,2. No,104.9215065
51,4. College Grad,1. Industrial,1. <=Good,2. No,127.1157438
46,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,157.7005277
37,4. College Grad,2. Information,2. >=Very Good,2. No,148.4131591
23,3. Some College,1. Industrial,2. >=Very Good,1. Yes,65.11085372
43,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,104.9215065
34,4. College Grad,2. Information,2. >=Very Good,1. Yes,78.3924668
58,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,139.2137881
44,4. College Grad,2. Information,2. >=Very Good,1. Yes,112.6488963
61,4. College Grad,2. Information,2. >=Very Good,2. No,79.85490031
40,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,65.11085372
37,3. Some College,2. Information,2. >=Very Good,1. Yes,111.7208494
33,2. HS Grad,2. Information,2. >=Very Good,2. No,104.9215065
38,3. Some College,2. Information,2. >=Very Good,1. Yes,176.9896505
41,2. HS Grad,2. Information,1. <=Good,1. Yes,99.6894637
30,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,104.9215065
51,1. < HS Grad,1. Industrial,1. <=Good,1. Yes,70.81503862
39,3. Some College,1. Industrial,2. >=Very Good,1. Yes,94.07271475
56,3. Some College,2. Information,2. >=Very Good,1. Yes,127.1157438
44,2. HS Grad,1. Industrial,1. <=Good,2. No,97.49329405
51,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,109.8339856
35,2. HS Grad,1. Industrial,2. >=Very Good,2. No,75.19962815
27,2. HS Grad,1. Industrial,1. <=Good,2. No,65.11085372
47,3. Some College,1. Industrial,1. <=Good,1. Yes,146.4628385
51,3. Some College,2. Information,1. <=Good,2. No,81.28325328
41,2. HS Grad,1. Industrial,2. >=Very Good,2. No,127.1157438
63,1. < HS Grad,1. Industrial,1. <=Good,2. No,73.77574327
61,2. HS Grad,2. Information,1. <=Good,2. No,65.11085372
46,2. HS Grad,1. Industrial,1. <=Good,1. Yes,99.6894637
33,3. Some College,1. Industrial,2. >=Very Good,2. No,79.85490031
35,1. < HS Grad,2. Information,1. <=Good,2. No,73.77574327
28,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,87.98103279
50,3. Some College,1. Industrial,2. >=Very Good,2. No,118.8843593
41,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,284.5247409
23,4. College Grad,1. Industrial,1. <=Good,2. No,118.8843593
45,3. Some College,2. Information,2. >=Very Good,1. Yes,106.9218141
63,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,100.0134869
59,3. Some College,2. Information,1. <=Good,1. Yes,108.8745258
30,4. College Grad,2. Information,2. >=Very Good,1. Yes,114.4757133
30,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,115.3750386
45,2. HS Grad,1. Industrial,1. <=Good,2. No,130.9821774
42,2. HS Grad,1. Industrial,1. <=Good,1. Yes,79.85490031
57,1. < HS Grad,1. Industrial,2. >=Very Good,1. Yes,106.9218141
52,3. Some College,1. Industrial,1. <=Good,2. No,22.96240068
54,3. Some College,2. Information,2. >=Very Good,1. Yes,115.1824551
30,3. Some College,2. Information,2. >=Very Good,1. Yes,103.9024706
47,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,184.4694642
38,3. Some College,2. Information,2. >=Very Good,1. Yes,314.3293364
47,3. Some College,2. Information,1. <=Good,1. Yes,99.6894637
39,4. College Grad,1. Industrial,1. <=Good,1. Yes,128.6804882
50,2. HS Grad,1. Industrial,2. >=Very Good,2. No,87.98103279
47,2. HS Grad,1. Industrial,2. >=Very Good,2. No,54.59815003
45,2. HS Grad,1. Industrial,1. <=Good,1. Yes,99.6894637
44,1. < HS Grad,2. Information,2. >=Very Good,1. Yes,118.8843593
52,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,92.16112203
42,4. College Grad,1. Industrial,1. <=Good,2. No,127.1157438
18,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,41.7049905
56,4. College Grad,2. Information,2. >=Very Good,1. Yes,109.8339856
50,5. Advanced Degree,2. Information,2. >=Very Good,2. No,82.6796373
50,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,277.7994802
53,3. Some College,2. Information,1. <=Good,2. No,99.6894637
38,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,176.9896505
27,1. < HS Grad,2. Information,2. >=Very Good,2. No,84.04595765
56,5. Advanced Degree,2. Information,2. >=Very Good,2. No,163.515864
50,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,81.28325328
56,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,130.9821774
50,1. < HS Grad,1. Industrial,1. <=Good,2. No,127.1157438
49,2. HS Grad,2. Information,2. >=Very Good,2. No,72.15045568
42,3. Some College,1. Industrial,2. >=Very Good,2. No,104.9215065
50,5. Advanced Degree,1. Industrial,1. <=Good,1. Yes,186.8766776
53,4. College Grad,2. Information,2. >=Very Good,1. Yes,176.9896505
28,2. HS Grad,1. Industrial,1. <=Good,2. No,139.7030715
45,2. HS Grad,1. Industrial,1. <=Good,1. Yes,73.77574327
24,2. HS Grad,2. Information,2. >=Very Good,2. No,66.22940829
25,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,81.28325328
38,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,104.9215065
47,4. College Grad,1. Industrial,1. <=Good,1. Yes,109.8339856
38,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,154.685293
33,3. Some College,2. Information,2. >=Very Good,2. No,106.9218141
39,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,277.7994802
52,2. HS Grad,1. Industrial,1. <=Good,1. Yes,87.98103279
46,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,90.48191336
42,2. HS Grad,2. Information,2. >=Very Good,1. Yes,106.9218141
61,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,56.90553914
32,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,81.28325328
42,2. HS Grad,2. Information,2. >=Very Good,1. Yes,107.9039239
61,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,196.1252726
27,2. HS Grad,1. Industrial,2. >=Very Good,2. No,91.69922611
45,5. Advanced Degree,1. Industrial,1. <=Good,1. Yes,200.5432623
58,4. College Grad,2. Information,2. >=Very Good,2. No,32.36641317
25,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,104.9215065
34,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,100.7642728
44,3. Some College,2. Information,1. <=Good,1. Yes,85.38394038
40,3. Some College,2. Information,2. >=Very Good,2. No,82.6796373
51,4. College Grad,1. Industrial,2. >=Very Good,2. No,97.49329405
50,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,121.0108266
64,4. College Grad,2. Information,1. <=Good,1. Yes,133.9715001
54,3. Some College,1. Industrial,2. >=Very Good,1. Yes,148.4131591
42,4. College Grad,2. Information,2. >=Very Good,1. Yes,104.9215065
31,2. HS Grad,1. Industrial,1. <=Good,2. No,81.28325328
25,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,90.48191336
32,3. Some College,1. Industrial,2. >=Very Good,1. Yes,106.9218141
51,1. < HS Grad,2. Information,1. <=Good,1. Yes,114.4757133
75,1. < HS Grad,2. Information,1. <=Good,2. No,53.39534689
28,2. HS Grad,1. Industrial,2. >=Very Good,2. No,87.98103279
28,2. HS Grad,1. Industrial,2. >=Very Good,2. No,66.22940829
32,5. Advanced Degree,1. Industrial,1. <=Good,1. Yes,96.37065283
53,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,272.4032258
36,3. Some College,1. Industrial,1. <=Good,2. No,97.15827504
43,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,200.5432623
51,4. College Grad,1. Industrial,1. <=Good,1. Yes,123.0896998
35,4. College Grad,2. Information,2. >=Very Good,1. Yes,99.6894637
46,2. HS Grad,1. Industrial,2. >=Very Good,2. No,94.07271475
38,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,81.28325328
43,4. College Grad,2. Information,2. >=Very Good,2. No,154.685293
39,2. HS Grad,1. Industrial,2. >=Very Good,2. No,109.8339856
37,3. Some College,1. Industrial,2. >=Very Good,1. Yes,123.0896998
59,5. Advanced Degree,2. Information,1. <=Good,1. Yes,73.77574327
33,4. College Grad,1. Industrial,1. <=Good,2. No,107.9039239
23,3. Some College,1. Industrial,2. >=Very Good,2. No,73.77574327
37,3. Some College,1. Industrial,2. >=Very Good,2. No,87.98103279
40,2. HS Grad,1. Industrial,1. <=Good,2. No,27.14057921
25,3. Some College,2. Information,2. >=Very Good,1. Yes,94.07271475
27,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,102.4535576
47,5. Advanced Degree,2. Information,1. <=Good,1. Yes,272.2947832
52,4. College Grad,1. Industrial,2. >=Very Good,2. No,94.07271475
23,2. HS Grad,2. Information,2. >=Very Good,2. No,81.28325328
33,4. College Grad,2. Information,1. <=Good,2. No,87.98103279
37,4. College Grad,2. Information,1. <=Good,1. Yes,109.8339856
34,2. HS Grad,1. Industrial,1. <=Good,2. No,80.43020795
51,2. HS Grad,1. Industrial,1. <=Good,1. Yes,148.4131591
40,3. Some College,1. Industrial,2. >=Very Good,1. Yes,148.4131591
50,2. HS Grad,2. Information,1. <=Good,1. Yes,81.28325328
64,3. Some College,1. Industrial,2. >=Very Good,1. Yes,118.8843593
54,1. < HS Grad,1. Industrial,1. <=Good,1. Yes,80.48744436
50,2. HS Grad,2. Information,2. >=Very Good,1. Yes,91.69922611
32,4. College Grad,2. Information,2. >=Very Good,1. Yes,109.3556264
37,4. College Grad,2. Information,1. <=Good,1. Yes,104.9215065
19,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,65.11085372
32,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,76.89360252
42,3. Some College,1. Industrial,1. <=Good,1. Yes,99.6894637
26,3. Some College,1. Industrial,1. <=Good,2. No,99.6894637
46,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,157.7005277
18,1. < HS Grad,1. Industrial,1. <=Good,2. No,49.55533812
43,2. HS Grad,2. Information,1. <=Good,1. Yes,90.48191336
62,3. Some College,1. Industrial,2. >=Very Good,1. Yes,111.7208494
44,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,148.4131591
40,3. Some College,2. Information,1. <=Good,1. Yes,133.2323508
43,2. HS Grad,1. Industrial,1. <=Good,1. Yes,134.7053751
32,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,118.8843593
48,2. HS Grad,2. Information,2. >=Very Good,1. Yes,87.98103279
35,3. Some College,2. Information,2. >=Very Good,1. Yes,109.8339856
61,3. Some College,2. Information,1. <=Good,1. Yes,130.9821774
47,1. < HS Grad,1. Industrial,2. >=Very Good,1. Yes,89.24288466
55,2. HS Grad,2. Information,2. >=Very Good,1. Yes,102.8702469
28,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,76.89360252
52,5. Advanced Degree,1. Industrial,1. <=Good,2. No,149.6950421
27,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,102.8702469
22,3. Some College,2. Information,2. >=Very Good,1. Yes,90.48191336
20,2. HS Grad,1. Industrial,1. <=Good,2. No,69.92912721
42,2. HS Grad,2. Information,1. <=Good,1. Yes,106.9218141
29,4. College Grad,1. Industrial,2. >=Very Good,2. No,87.98103279
31,4. College Grad,2. Information,1. <=Good,1. Yes,109.8339856
59,3. Some College,2. Information,1. <=Good,1. Yes,151.5914842
36,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,148.4131591
32,1. < HS Grad,1. Industrial,1. <=Good,2. No,66.96164432
32,3. Some College,2. Information,1. <=Good,1. Yes,103.9024706
25,3. Some College,2. Information,2. >=Very Good,1. Yes,99.6894637
43,3. Some College,2. Information,2. >=Very Good,2. No,134.7053751
44,2. HS Grad,1. Industrial,1. <=Good,2. No,43.73511168
57,3. Some College,1. Industrial,2. >=Very Good,2. No,116.7071546
49,4. College Grad,2. Information,2. >=Very Good,1. Yes,141.7751723
41,2. HS Grad,2. Information,2. >=Very Good,1. Yes,144.4780877
38,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,134.7053751
58,1. < HS Grad,2. Information,1. <=Good,1. Yes,118.8843593
59,5. Advanced Degree,2. Information,2. >=Very Good,2. No,189.2441629
39,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,160.6424754
60,3. Some College,1. Industrial,1. <=Good,1. Yes,96.03165702
56,2. HS Grad,2. Information,1. <=Good,1. Yes,111.0651943
44,3. Some College,1. Industrial,2. >=Very Good,1. Yes,148.4131591
70,3. Some College,2. Information,2. >=Very Good,1. Yes,99.6894637
27,4. College Grad,2. Information,2. >=Very Good,2. No,81.28325328
47,2. HS Grad,1. Industrial,1. <=Good,2. No,118.8843593
41,3. Some College,1. Industrial,2. >=Very Good,2. No,127.1157438
29,3. Some College,1. Industrial,2. >=Very Good,1. Yes,104.9215065
42,1. < HS Grad,1. Industrial,2. >=Very Good,1. Yes,112.6488963
51,4. College Grad,2. Information,1. <=Good,1. Yes,281.7459706
47,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,114.4775211
48,2. HS Grad,1. Industrial,1. <=Good,1. Yes,111.7208494
39,2. HS Grad,1. Industrial,2. >=Very Good,2. No,134.7053751
23,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,75.35567932
31,3. Some College,1. Industrial,2. >=Very Good,2. No,119.7408513
59,2. HS Grad,1. Industrial,1. <=Good,1. Yes,118.8843593
19,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,27.14057921
42,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,182.020621
35,2. HS Grad,1. Industrial,2. >=Very Good,2. No,65.11085372
38,5. Advanced Degree,2. Information,1. <=Good,1. Yes,141.7751723
45,3. Some College,2. Information,2. >=Very Good,1. Yes,114.4757133
58,5. Advanced Degree,1. Industrial,2. >=Very Good,2. No,135.5980598
26,3. Some College,2. Information,2. >=Very Good,1. Yes,117.1468169
30,2. HS Grad,2. Information,2. >=Very Good,2. No,99.6894637
54,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,277.7994802
38,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,94.07271475
44,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,94.07271475
52,4. College Grad,2. Information,2. >=Very Good,2. No,96.37065283
73,2. HS Grad,1. Industrial,1. <=Good,1. Yes,75.35567932
65,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,104.9215065
28,4. College Grad,2. Information,1. <=Good,2. No,95.23071257
53,1. < HS Grad,1. Industrial,1. <=Good,1. Yes,54.59815003
53,3. Some College,2. Information,2. >=Very Good,1. Yes,89.24288466
52,4. College Grad,2. Information,2. >=Very Good,1. Yes,145.1436012
27,2. HS Grad,2. Information,2. >=Very Good,1. Yes,96.86670324
57,1. < HS Grad,1. Industrial,2. >=Very Good,1. Yes,130.9821774
32,4. College Grad,2. Information,2. >=Very Good,1. Yes,84.04595765
51,2. HS Grad,2. Information,1. <=Good,1. Yes,148.1550467
43,2. HS Grad,2. Information,2. >=Very Good,1. Yes,49.55533812
50,3. Some College,1. Industrial,2. >=Very Good,1. Yes,141.7751723
53,3. Some College,2. Information,2. >=Very Good,1. Yes,115.3750386
54,1. < HS Grad,1. Industrial,1. <=Good,2. No,65.11085372
24,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,85.38394038
40,2. HS Grad,2. Information,1. <=Good,1. Yes,101.8243521
30,4. College Grad,1. Industrial,1. <=Good,1. Yes,95.23071257
45,4. College Grad,2. Information,2. >=Very Good,1. Yes,99.6894637
55,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,147.1166892
45,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,140.3982002
44,4. College Grad,2. Information,2. >=Very Good,1. Yes,109.8339856
37,4. College Grad,2. Information,2. >=Very Good,1. Yes,127.1157438
41,1. < HS Grad,1. Industrial,1. <=Good,1. Yes,115.3750386
44,2. HS Grad,1. Industrial,1. <=Good,2. No,59.09706408
52,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,76.89360252
55,4. College Grad,2. Information,2. >=Very Good,1. Yes,141.7751723
43,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,70.90958587
27,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,200.5432623
43,2. HS Grad,2. Information,2. >=Very Good,1. Yes,97.49329405
46,2. HS Grad,1. Industrial,1. <=Good,1. Yes,99.6894637
30,3. Some College,2. Information,1. <=Good,1. Yes,186.8766776
43,1. < HS Grad,1. Industrial,2. >=Very Good,1. Yes,81.28325328
48,3. Some College,1. Industrial,2. >=Very Good,1. Yes,160.6424754
33,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,63.96669083
29,3. Some College,1. Industrial,2. >=Very Good,1. Yes,87.98103279
24,2. HS Grad,2. Information,2. >=Very Good,2. No,73.77574327
52,3. Some College,1. Industrial,2. >=Very Good,1. Yes,145.1436012
50,5. Advanced Degree,1. Industrial,2. >=Very Good,2. No,141.7751723
24,2. HS Grad,1. Industrial,2. >=Very Good,2. No,76.89360252
42,3. Some College,1. Industrial,2. >=Very Good,1. Yes,123.9085676
53,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,118.8843593
